MovieID,Title,Studio,Runtime,Rating,ReleaseDate,ProductionBudget
2843,The Oh in Ohio,Cyan Pictures,88.0,Unrated,2006-07-14,5000000.0
2844,Mini's First Time,Home Box Office Home Video (HBO),91.0,R,2006-07-14,10500000.0
2845,"You, Me and Dupree",Universal Pictures,108.0,PG-13,2006-07-14,54000000.0
2846,Edmond,First Independent Pictures,82.0,R,2006-07-14,18000000.0
2847,Time to Leave,Strand Releasing,81.0,Unrated,2006-07-14,
2848,Little Man,Revolution Studios,98.0,PG-13,2006-07-14,64000000.0
2849,Azumi,Urban Vision Entertainment,128.0,,2006-07-21,60000000.0
2850,Clerks II,Metro-Goldwyn-Mayer,97.0,R,2006-07-21,5000000.0
2851,Shadowboxer,Freestyle Releasing,93.0,R,2006-07-21,12000000.0
2852,Been Rich All My Life,First Run Features,81.0,,2006-07-21,1000000.0
2853,My Super Ex-Girlfriend,20th Century Fox,95.0,PG-13,2006-07-21,30000000.0
2854,Monster House,Sony Pictures,91.0,PG,2006-07-21,75000000.0
2855,Fan-Fan the Tulip,Rialto Pictures,102.0,,2006-07-21,
2856,Lady in the Water,Warner Bros.,110.0,PG-13,2006-07-21,75000000.0
2857,Darshan: The Embrace,IFC First Take,92.0,,2006-07-26,20000000.0
2858,Little Miss Sunshine,20th Century Fox,101.0,R,2006-07-26,8000000.0
2859,The Ant Bully,Warner Bros.,88.0,PG,2006-07-28,45000000.0
2860,Another Gay Movie,TLA Releasing,92.0,Not Rated,2006-07-28,18000000.0
2861,America: Freedom to Fascism,Cinema Libre Studio,95.0,,2006-07-28,1000000.0
2862,Miami Vice,Universal Pictures,134.0,R,2006-07-28,135000000.0
2863,13 Tzameti,Palm Pictures,93.0,Not Rated,2006-07-28,21000000.0
2864,Scoop,Universal Pictures,96.0,PG-13,2006-07-28,4000000.0
2865,I Like Killing Flies,THINKFilm,80.0,TV-MA,2006-07-28,
2866,Brothers of the Head,IFC Films,93.0,Not Rated,2006-07-28,20000000.0
2867,John Tucker Must Die,20th Century Fox,89.0,PG-13,2006-07-28,20750000.0
2868,The Descent,Lionsgate,99.0,R,2006-08-04,7000000.0
2869,Barnyard,Paramount Pictures,90.0,PG,2006-08-04,
2870,Boynton Beach Club,Roadside Attractions,105.0,R,2006-08-04,2900000.0
2871,QuinceaÃ±era,Sony Pictures,90.0,R,2006-08-04,
2872,"My Country, My Country",Zeitgeist Films,90.0,Not Rated,2006-08-04,1000000.0
2873,The Bridesmaid,First Run Features,111.0,,2006-08-04,
2874,Talladega Nights: The Ballad of Ricky Bobby,Sony Pictures,108.0,PG-13,2006-08-04,73000000.0
2875,The Night Listener,The Weinstein Company,82.0,R,2006-08-04,4000000.0
2876,Jailbait,Kindred Media Group,90.0,R,2006-08-04,12000000.0
2877,Lunacy,Zeitgeist Films,118.0,,2006-08-09,
2878,World Trade Center,Paramount Pictures,129.0,PG-13,2006-08-09,65000000.0
2879,Zoom,Sony Pictures,83.0,PG,2006-08-11,35000000.0
2880,House of Sand,Sony Pictures,115.0,R,2006-08-11,
2881,Half Nelson,THINKFilm,106.0,R,2006-08-11,700000.0
2882,The Ordeal,Palm Pictures,88.0,,2006-08-11,
2883,Pulse,Dimension Films,90.0,R,2006-08-11,20500000.0
2884,Conversations with Other Women,,84.0,R,2006-08-11,450000.0
2885,Step Up,Walt Disney,104.0,PG-13,2006-08-11,12000000.0
2886,Poster Boy,Regent Releasing,,R,2006-08-11,12000000.0
2887,Pusher III: I'm the Angel of Death,Magnolia Pictures,90.0,Not Rated,2006-08-18,
2888,Pusher II: With Blood On My Hands,Magnolia Pictures,100.0,Not Rated,2006-08-18,
2889,Accepted,Universal Pictures,90.0,PG-13,2006-08-18,18000000.0
2890,The Illusionist,Yari Film Group Releasing,110.0,PG-13,2006-08-18,16500000.0
2891,Trust the Man,20th Century Fox,103.0,R,2006-08-18,9000000.0
2892,Snakes on a Plane,Warner Bros.,105.0,R,2006-08-18,33000000.0
2893,Factotum,IFC Films,94.0,R,2006-08-18,12000000.0
2894,King Leopold's Ghost,Aloha Releasing Inc.,108.0,PG-13,2006-08-18,1000000.0
2895,10th & Wolf,THINKFilm,107.0,R,2006-08-18,8000000.0
2896,Material Girls,Metro-Goldwyn-Mayer,97.0,PG,2006-08-18,18000000.0
2897,When the Levees Broke: A Requiem in Four Acts,Home Box Office (HBO),255.0,TV-MA,2006-08-21,
2898,Fratricide,Koch Lorber Films,,,2006-08-23,20000000.0
2899,Princesas,IFC First Take,109.0,,2006-08-23,12000000.0
2900,Surviving Eden,Good Films Releasing,89.0,,2006-08-25,
2901,The Quiet,Sony Pictures,96.0,R,2006-08-25,900000.0
2902,Invincible,Walt Disney,105.0,PG,2006-08-25,40000000.0
2903,Queens,Regent Releasing,107.0,R,2006-08-25,18000000.0
2904,Beerfest,Warner Bros.,110.0,R,2006-08-25,17500000.0
2905,Idlewild,Universal Pictures,121.0,R,2006-08-25,15000000.0
2906,The Dogwalker,Truly Indie,99.0,,2006-08-25,20000000.0
2907,How to Eat Fried Worms,Warner Bros.,98.0,PG,2006-08-25,12000000.0
2908,Crossover,Sony Pictures,95.0,PG-13,2006-09-01,5600000.0
2909,This Film Is Not Yet Rated,IFC Films,97.0,TV-MA,2006-09-01,1000000.0
2910,Mutual Appreciation,Goodbye Cruel Releasing,110.0,Unrated,2006-09-01,30000.0
2911,Idiocracy,20th Century Fox,84.0,R,2006-09-01,2400000.0
2912,Looking for Kitty,THINKFilm,,R,2006-09-01,12000000.0
2913,Riding Alone for Thousands of Miles,Sony Pictures,107.0,PG,2006-09-01,
2914,Lassie,Roadside Attractions,100.0,PG,2006-09-01,72250000.0
2915,Crank,Lionsgate,88.0,R,2006-09-01,12000000.0
2916,Andy Warhol: A Documentary Film,,240.0,,2006-09-01,
2917,Bubot Niyar,Strand Releasing,80.0,,2006-09-01,1000000.0
2918,The Wicker Man,Warner Bros.,102.0,Not Rated,2006-09-01,10000000.0
2919,Saint of 9/11,IFC Films,90.0,,2006-09-06,1000000.0
2920,Rolling Family,Palm Pictures,103.0,Not Rated,2006-09-08,
2921,SherryBaby,IFC Films,96.0,Not Rated,2006-09-08,2000000.0
2922,Vajra Sky Over Tibet,,89.0,,2006-09-08,20000000.0
2923,Hollywoodland,Universal Pictures,126.0,R,2006-09-08,12000000.0
2924,Broken Bridges,Paramount Pictures,105.0,PG-13,2006-09-08,12000000.0
2925,The Covenant,Sony Pictures,97.0,PG-13,2006-09-08,20000000.0
2926,Red Doors,Polychrome Pictures,90.0,R,2006-09-08,12000000.0
2927,Le petit lieutenant,Koch Lorber Films,110.0,Unrated,2006-09-08,12000000.0
2928,Iraq for Sale: The War Profiteers,Brave New Films,75.0,,2006-09-08,775000.0
2929,The Protector,The Weinstein Company,81.0,R,2006-09-08,
2930,I Trust You to Kill Me,First Independent Pictures,105.0,R,2006-09-08,1000000.0
2931,Man Push Cart,Koch Lorber Films,87.0,,2006-09-08,12000000.0
2932,Al Franken: God Spoke,Balcony Releasing,90.0,,2006-09-13,1000000.0
2933,The Last Kiss,Paramount Pictures,104.0,R,2006-09-15,12000000.0
2934,Aurora Borealis,Regent Releasing,110.0,R,2006-09-15,12000000.0
2935,Confetti,20th Century Fox,100.0,R,2006-09-15,20750000.0
2936,The Black Dahlia,Universal Pictures,121.0,R,2006-09-15,60000000.0
2937,Haven,Freestyle Releasing,115.0,R,2006-09-15,
2938,Keeping Mum,THINKFilm,103.0,R,2006-09-15,18000000.0
2939,The U.S. vs. John Lennon,Lionsgate,99.0,PG-13,2006-09-15,1000000.0
2940,The Ground Truth,Universal Pictures,72.0,R,2006-09-15,
2941,Gridiron Gang,Sony Pictures,125.0,PG-13,2006-09-15,30000000.0
2942,Everyone's Hero,20th Century Fox,88.0,G,2006-09-15,72250000.0
2943,SÃ³lo con tu pareja,IFC First Take,94.0,,2006-09-20,
2944,Old Joy,Kino International,76.0,,2006-09-20,300000.0
2945,The Blossoming of Maximo Oliveros,Unico Entertainment,100.0,,2006-09-22,18000000.0
2946,Jackass Number Two,Paramount Pictures,92.0,R,2006-09-22,11000000.0
2947,Flyboys,Metro-Goldwyn-Mayer,140.0,PG-13,2006-09-22,60000000.0
2948,American Hardcore,Sony Pictures,100.0,R,2006-09-22,1000000.0
2949,American Blackout,,92.0,,2006-09-22,
2950,Zen Noir,Magic Lamp Releasing,71.0,,2006-09-22,20000000.0
2951,The Science of Sleep,Warner Bros.,105.0,R,2006-09-22,
2952,Feast,The Weinstein Company,95.0,R,2006-09-22,3200000.0
2953,Fearless,Rogue Pictures,103.0,Unrated,2006-09-22,
2954,Renaissance,The Weinstein Company,105.0,R,2006-09-22,18000000.0
2955,Jesus Camp,Magnolia Pictures,87.0,PG-13,2006-09-22,1000000.0
2956,All the King's Men,Sony Pictures,128.0,PG-13,2006-09-22,55000000.0
2957,The Last King of Scotland,20th Century Fox,123.0,R,2006-09-27,6000000.0
2958,loudQUIETloud: A Film About the Pixies,,85.0,,2006-09-29,20000000.0
2959,Be with Me,Film Movement,93.0,,2006-09-29,20000000.0
2960,A Guide to Recognizing Your Saints,First Look International,100.0,R,2006-09-29,12000000.0
2961,The Guardian,Walt Disney,139.0,PG-13,2006-09-29,70000000.0
2962,Open Season,Sony Pictures,83.0,PG,2006-09-29,85000000.0
2963,Broken Sky,Strand Releasing,140.0,PG-13,2006-09-29,20000000.0
2964,School for Scoundrels,Metro-Goldwyn-Mayer,100.0,Not Rated,2006-09-29,20000000.0
2965,The Queen,The Weinstein Company,103.0,PG-13,2006-09-30,15000000.0
2966,Wrestling with Angels: Playwright Tony Kushner,Balcony Releasing,98.0,,2006-10-04,
2967,Shortbus,THINKFilm,101.0,Not Rated,2006-10-04,2000000.0
2968,...So Goes the Nation,IFC First Take,90.0,Not Rated,2006-10-04,1000000.0
2969,Kettle of Fish,Screen Media Films,97.0,R,2006-10-06,20000000.0
2970,Little Children,Warner Bros.,136.0,R,2006-10-06,14000000.0
2971,49 Up,First Run Features,,,2006-10-06,1000000.0
2972,The Texas Chainsaw Massacre: The Beginning,Warner Bros.,91.0,NC-17,2006-10-06,16000000.0
2973,Black Gold,California Newsreel,78.0,Unrated,2006-10-06,20000000.0
2974,El Cortez,Brazos Productions,94.0,R,2006-10-06,
2975,The Departed,Warner Bros.,151.0,R,2006-10-06,90000000.0
2976,Employee of the Month,Lionsgate,103.0,PG-13,2006-10-06,10000000.0
2977,Tales of the Rat Fink,Abramorama,78.0,,2006-10-06,1000000.0
2978,So Much So Fast,Balcony Releasing,87.0,,2006-10-11,1000000.0
2979,The Ritchie Boys,Menemsha Films,90.0,,2006-10-13,
2980,The Marine,20th Century Fox,92.0,Unrated,2006-10-13,15000000.0
2981,Zerophilia,TLA Releasing,90.0,,2006-10-13,20750000.0
2982,One Night with the King,8x Entertainment,123.0,PG,2006-10-13,20000000.0
2983,Driving Lessons,Sony Pictures,98.0,PG-13,2006-10-13,4700000.0
2984,Infamous,Warner Bros.,110.0,R,2006-10-13,13000000.0
2985,Nearing Grace,Whitewater Films,105.0,R,2006-10-13,12000000.0
2986,The Grudge 2,Sony Pictures,102.0,PG-13,2006-10-13,20000000.0
2987,Man of the Year,Universal Pictures,115.0,PG-13,2006-10-13,20000000.0
2988,Deliver Us from Evil,Lionsgate,101.0,Not Rated,2006-10-13,30000000.0
2989,Alex Rider: Operation Stormbreaker,Metro-Goldwyn-Mayer,93.0,PG,2006-10-13,40000000.0
2990,Tideland,THINKFilm,120.0,R,2006-10-13,12000000.0
2991,Hair High,E.D. Distribution,78.0,,2006-10-18,10000000.0
2992,Sweet Land,Libero,110.0,PG,2006-10-18,12000000.0
2993,51 Birch Street,Truly Indie,90.0,Unrated,2006-10-18,350000.0
2994,Marie Antoinette,Sony Pictures,123.0,PG-13,2006-10-20,40000000.0
2995,Requiem,IFC First Take,89.0,TV-MA,2006-10-20,20000000.0
2996,Sleeping Dogs Lie,Roadside Attractions,87.0,R,2006-10-20,20750000.0
2997,Flags of Our Fathers,Paramount Pictures,132.0,R,2006-10-20,53000000.0
2998,Running with Scissors,Sony Pictures,116.0,R,2006-10-20,12000000.0
2999,Flicka,20th Century Fox,95.0,PG,2006-10-20,15000000.0
3000,Jonestown: The Life and Death of Peoples Temple,Seventh Art Releasing,86.0,,2006-10-20,20000000.0
3001,The Prestige,Walt Disney,130.0,PG-13,2006-10-20,40000000.0
3002,Shut Up & Sing,The Weinstein Company,93.0,R,2006-10-27,
3003,Cocaine Cowboys,Magnolia Pictures,118.0,R,2006-10-27,1000000.0
3004,The Wild Blue Yonder,Subversive Cinema,80.0,,2006-10-27,
3005,Conversations with God,Samuel Goldwyn Films,109.0,PG,2006-10-27,12000000.0
3006,The Bridge,IFC Films,94.0,R,2006-10-27,1000000.0
3007,Babel,Paramount Pictures,143.0,R,2006-10-27,20000000.0
3008,Absolute Wilson,New Yorker Films,105.0,Unrated,2006-10-27,1000000.0
3009,Death of a President,Newmarket Films,97.0,R,2006-10-27,12000000.0
3010,20 Centimeters,TLA Releasing,112.0,,2006-10-27,
3011,Catch a Fire,Universal Pictures,101.0,PG-13,2006-10-27,14000000.0
3012,Saw III,Lionsgate,108.0,NC-17,2006-10-27,10000000.0
3013,Climates,Zeitgeist Films,101.0,Unrated,2006-10-27,
3014,RomÃ¡ntico,Kino International,80.0,,2006-11-01,1000000.0
3015,The Santa Clause 3: The Escape Clause,Walt Disney,97.0,G,2006-11-03,72250000.0
3016,Volver,Sony Pictures,121.0,R,2006-11-03,9400000.0
3017,Shottas,Sony Pictures,95.0,R,2006-11-03,
3018,Flushed Away,Paramount Pictures,85.0,PG,2006-11-03,149000000.0
3019,Wondrous Oblivion,Palm Pictures,106.0,PG,2006-11-03,18000000.0
3020,Unknown,IFC First Take,85.0,Not Rated,2006-11-03,40000000.0
3021,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,20th Century Fox,84.0,R,2006-11-03,
3022,En soap,Strand Releasing,104.0,,2006-11-03,20000000.0
3023,Commune,First Run Features,78.0,,2006-11-03,1000000.0
3024,Copying Beethoven,Metro-Goldwyn-Mayer,104.0,PG-13,2006-11-10,11000000.0
3025,Stranger Than Fiction,Sony Pictures,113.0,PG-13,2006-11-10,30000000.0
3026,The Cave of the Yellow Dog,Tartan,93.0,G,2006-11-10,
3027,Fur: An Imaginary Portrait of Diane Arbus,Picturehouse Entertainment,122.0,R,2006-11-10,16800000.0
3028,Captive,Koch Lorber Films,115.0,Unrated,2006-11-10,2000000.0
3029,A Good Year,20th Century Fox,118.0,PG-13,2006-11-10,35000000.0
3030,The Return,Rogue Pictures,85.0,PG-13,2006-11-10,21000000.0
3031,Fuck,THINKFilm,93.0,Unrated,2006-11-10,
3032,Harsh Times,Bauer Martinez Studios,116.0,R,2006-11-10,2000000.0
3033,Come Early Morning,Bold Films,97.0,R,2006-11-10,6000000.0
3034,Coffee Date,TLA Releasing,94.0,Not Rated,2006-11-10,20000000.0
3035,Iraq in Fragments,Typecast Releasing,94.0,,2006-11-10,1000000.0
3036,Flannel Pajamas,Gigantic Pictures,124.0,R,2006-11-15,12000000.0
3037,Who the #$&% Is Jackson Pollock?,Picturehouse Entertainment,74.0,PG-13,2006-11-15,1000000.0
3038,For Your Consideration,Warner Bros.,86.0,PG-13,2006-11-17,12000000.0
3039,The Aura,IFC First Take,134.0,Unrated,2006-11-17,
3040,Casino Royale,Sony Pictures,144.0,PG-13,2006-11-17,102000000.0
3041,Fast Food Nation,20th Century Fox,116.0,R,2006-11-17,12000000.0
3042,Candy,THINKFilm,108.0,R,2006-11-17,12000000.0
3043,Let's Go to Prison,Universal Pictures,84.0,R,2006-11-17,4000000.0
3044,Bobby,Metro-Goldwyn-Mayer,120.0,R,2006-11-17,14000000.0
3045,Happy Feet,Village Roadshow Entertainment,108.0,PG,2006-11-17,85000000.0
3046,The PianoTuner of EarthQuakes,Zeitgeist Films,99.0,,2006-11-17,
3047,The History Boys,20th Century Fox,109.0,R,2006-11-21,3700000.0
3048,Deja Vu,Walt Disney,126.0,PG-13,2006-11-22,
3049,Opal Dream,Strand Releasing,86.0,PG,2006-11-22,9000000.0
3050,Deck the Halls,20th Century Fox,93.0,PG,2006-11-22,51000000.0
3051,The Fountain,Warner Bros.,96.0,R,2006-11-22,35000000.0
3052,Backstage,Strand Releasing,112.0,,2006-11-22,20000000.0
3053,Tenacious D in The Pick of Destiny,Warner Bros.,93.0,R,2006-11-22,18000000.0
3054,Eating Out 2: Sloppy Seconds,Ariztical Entertainment,79.0,,2006-11-24,18000000.0
3055,Our Daily Bread,,92.0,,2006-11-24,
3056,Van Wilder 2: The Rise of Taj,Metro-Goldwyn-Mayer,97.0,R,2006-12-01,
3057,10 Items or Less,Click Star,82.0,R,2006-12-01,
3058,Turistas,20th Century Fox,93.0,R,2006-12-01,10000000.0
3059,The Architect,Magnolia Pictures,82.0,R,2006-12-01,12000000.0
3060,Highway Courtesans,Women Make Movies,71.0,,2006-12-01,
3061,3 Needles,Covington USA,127.0,Not Rated,2006-12-01,12000000.0
3062,The Lives of Others,Sony Pictures,137.0,R,2006-12-01,
3063,Two Weeks,Metro-Goldwyn-Mayer,102.0,R,2006-12-01,18000000.0
3064,The Nativity Story,Warner Bros.,101.0,PG,2006-12-01,35000000.0
3065,Days of Glory,IFC Films,120.0,R,2006-12-06,
3066,Inland Empire,518 Media,180.0,R,2006-12-06,12000000.0
3067,Blood Diamond,Warner Bros.,143.0,R,2006-12-08,100000000.0
3068,The Holiday,Sony Pictures,138.0,PG-13,2006-12-08,85000000.0
3069,Off the Black,THINKFilm,90.0,R,2006-12-08,12000000.0
3070,Apocalypto,Walt Disney,139.0,R,2006-12-08,40000000.0
3071,Unaccompanied Minors,Warner Bros.,90.0,PG,2006-12-08,25000000.0
3072,I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal,Luminous Velocity Releasing,105.0,Unrated,2006-12-08,1000000.0
3073,Family Law,IFC First Take,102.0,Unrated,2006-12-08,20000000.0
3074,Screamers,Maya Releasing,91.0,R,2006-12-08,10000000.0
3075,Automatons,Cinema Purgatorio,83.0,,2006-12-13,
3076,Home of the Brave,Metro-Goldwyn-Mayer,106.0,R,2006-12-15,12000000.0
3077,Breaking and Entering,The Weinstein Company,120.0,R,2006-12-15,12000000.0
3078,Memoirs of My Nervous Illness,,80.0,Unrated,2006-12-15,
3079,The Secret Life of Words,Good Machine,115.0,,2006-12-15,12000000.0
3080,Dreamgirls,DreamWorks SKG,130.0,PG-13,2006-12-15,75000000.0
3081,The Pursuit of Happyness,Sony Pictures,117.0,PG-13,2006-12-15,55000000.0
3082,Eragon,20th Century Fox,104.0,PG,2006-12-15,100000000.0
3083,Charlotte's Web,Paramount Pictures,97.0,G,2006-12-15,82500000.0
3084,The Good German,Warner Bros.,105.0,R,2006-12-15,32000000.0
3085,Chats perchÃ©s,First Run/Icarus Films,59.0,,2006-12-20,
3086,Matthew Barney: No Restraint,IFC First Take,72.0,,2006-12-20,1000000.0
3087,Rocky Balboa,Metro-Goldwyn-Mayer,102.0,PG,2006-12-20,24000000.0
3088,The Painted Veil,Warner Bros.,125.0,PG-13,2006-12-20,19400000.0
3089,Letters from Iwo Jima,Paramount Pictures,141.0,R,2006-12-20,13000000.0
3090,Curse of the Golden Flower,Sony Pictures,114.0,R,2006-12-21,
3091,Venus,The Weinstein Company,95.0,R,2006-12-21,6000000.0
3092,We Are Marshall,Warner Bros.,131.0,PG,2006-12-22,65000000.0
3093,Night at the Museum,20th Century Fox,108.0,PG,2006-12-22,110000000.0
3094,The Good Shepherd,Universal Pictures,167.0,R,2006-12-22,80000000.0
3095,Children of Men,Universal Pictures,109.0,R,2006-12-25,76000000.0
3096,Black Christmas,Metro-Goldwyn-Mayer,84.0,R,2006-12-25,5000000.0
3097,Notes on a Scandal,20th Century Fox,92.0,R,2006-12-27,27500000.0
3098,The Flying Scotsman,Metro-Goldwyn-Mayer,96.0,PG-13,2006-12-29,12000000.0
3099,The Tiger and the Snow,Strand Releasing,110.0,,2006-12-29,
3100,Arthur and the Invisibles,Metro Goldwyn Distributing Company,94.0,PG,2006-12-29,
3101,Pan's Labyrinth,Picturehouse,118.0,R,2006-12-29,
3102,Perfume: The Story of a Murderer,DreamWorks Distribution,147.0,R,2006-12-29,63700000.0
3103,Unconscious,Regent Releasing,100.0,R,2006-12-29,
3104,The Dead Girl,First Look International,85.0,R,2006-12-29,3300000.0
3105,Miss Potter,Metro-Goldwyn-Mayer,92.0,PG,2006-12-29,30000000.0
3106,Factory Girl,Metro-Goldwyn-Mayer,90.0,Unrated,2006-12-29,7000000.0
3107,Freedom Writers,Paramount Pictures,123.0,PG-13,2007-01-05,21000000.0
3108,Comedy of Power,Koch Lorber Films,110.0,,2007-01-05,20000000.0
3109,Happily N'Ever After,Lionsgate,87.0,PG,2007-01-05,47000000.0
3110,Code Name: The Cleaner,Warner Bros.,84.0,PG-13,2007-01-05,20000000.0
3111,Thr3e,20th Century Fox,101.0,PG-13,2007-01-05,2400000.0
3112,Stomp the Yard,Sony Pictures,109.0,PG-13,2007-01-12,14000000.0
3113,God Grew Tired of Us,Newmarket Films,89.0,PG,2007-01-12,
3114,Tears of the Black Tiger,Magnolia Pictures,110.0,Unrated,2007-01-12,
3115,Alpha Dog,Universal Pictures,122.0,R,2007-01-12,12000000.0
3116,Abduction: The Megumi Yokota Story,Sagewood Cinema Ventures,85.0,,2007-01-12,1000000.0
3117,Primeval,Walt Disney,93.0,R,2007-01-12,10000000.0
3118,Alone with Her,IFC Films,78.0,Not Rated,2007-01-17,1000000.0
3119,The Italian,Sony Pictures,90.0,PG-13,2007-01-19,
3120,Regular Lovers,Zeitgeist Films,183.0,,2007-01-19,
3121,The Hitcher,Rogue Pictures,84.0,R,2007-01-19,21000000.0
3122,2 or 3 Things I Know About Him,National Center for Jewish Film (NCJF),85.0,,2007-01-24,
3123,Catch and Release,Sony Pictures,124.0,PG-13,2007-01-26,20750000.0
3124,Blood and Chocolate,Metro-Goldwyn-Mayer,98.0,PG-13,2007-01-26,15000000.0
3125,Smokin' Aces,Universal Pictures,109.0,R,2007-01-26,17000000.0
3126,Becket (re-release),Paramount Pictures,148.0,Not Rated,2007-01-26,
3127,Epic Movie,20th Century Fox,86.0,PG-13,2007-01-26,20000000.0
3128,China Blue,Argot Pictures,86.0,,2007-01-26,1000000.0
3129,From Other Worlds,,88.0,,2007-01-26,
3130,Seraphim Falls,Destination Films,115.0,R,2007-01-26,30000000.0
3131,An Unreasonable Man,IFC First Take,122.0,Not Rated,2007-01-31,1000000.0
3132,The Messengers,Sony Pictures,90.0,PG-13,2007-02-02,16000000.0
3133,Puccini for Beginners,Strand Releasing,,,2007-02-02,20750000.0
3134,East of Havana,Sony Pictures,82.0,,2007-02-02,1000000.0
3135,The Situation,Shadow Distribution,111.0,R,2007-02-02,21000000.0
3136,Because I Said So,Universal Pictures,102.0,PG-13,2007-02-02,39000000.0
3137,Constellation,Warner Bros.,96.0,PG-13,2007-02-02,12000000.0
3138,Fired!,International Film Circuit,71.0,,2007-02-02,1000000.0
3139,In the Pit,Kino International,84.0,Unrated,2007-02-02,
3140,Can Mr. Smith Get to Washington Anymore?,,82.0,Unrated,2007-02-02,1000000.0
3141,The Decomposition of the Soul,,82.0,,2007-02-07,
3142,Norbit,Paramount Pictures,102.0,R,2007-02-09,18000000.0
3143,Hannibal Rising,Metro-Goldwyn-Mayer,121.0,R,2007-02-09,50000000.0
3144,The Last Sin Eater,20th Century Fox,117.0,PG-13,2007-02-09,2200000.0
